"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QALFE6LN","book","2025","M. Fisher, Colin","The Collective Edge: Unlocking the Secret Power of Groups","","978-0-593-71534-5 978-0-593-71676-2","","","","""An eye-opening guide to making teams more than the sum of their individual parts.Essential reading for creators, builders, and leaders."" --Daniel H.Pink, #1 New York Times bestselling author of Drive and The Power of Regret The definitive guide to the surprising science of group dynamics, and the ultimate resource for building high-performing","2025","2025-09-17 00:18:42","2025-09-17 00:18:59","","","1","","","","","The Collective Edge","","","","","Penguin Publishing Group","New York","eng","","","","","K10plus ISBN","","","","","","0 MUST READ","","","","","","","","","","","","","","","","","","","","","1st ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAR5GSX9","blogPost","2025","Hendrick, Carl","10 Rules for Designing Effective Learning","The Learning Dispatch","","","","https://carlhendrick.substack.com/p/10-rules-for-designing-effective?publication_id=3061248&utm_medium=email&utm_campaign=email-share&triggerShare=true&r=qtzub","Or How to Plan Teaching That Works for All Students, Not Just the Strongest","2025-09-19","2025-09-19 16:55:53","2025-09-19 16:55:53","2025-09-19 16:55:53","","","","","","","","","","","","","","","","Substack newsletter","","","","","","","/Users/jonathan/Zotero/storage/3UUTLMSB/10-rules-for-designing-effective.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3I5MX572","journalArticle","","Engelmann, Siegfried; Carnine, Douglas","THEORY OF INSTRUCTION: PRINCIPLES AND APPLICATIONS","","","","","","","","2025-09-19 16:56:11","2025-09-19 16:56:36","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/CA3B8MMT/Engelmann and Carnine - THEORY OF INSTRUCTION PRINCIPLES AND APPLICATIONS.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEG2WFMX","blogPost","2025","Harris, Aaron","News from the Field - Wearing Every Hat: Lessons from a Lean U.S. Security Cooperation Post in Southeast Asia","FAO Journal of International Affairs","","","","https://faoajournal.substack.com/p/news-from-the-field-wearing-every?publication_id=21604&utm_campaign=email-post-title&r=qtzub&utm_medium=email","","2025-09-19","2025-09-19 17:14:08","2025-09-19 19:38:28","2025-09-19 17:14:08","","","","","","","News from the Field - Wearing Every Hat","","","","","","","","","Substack newsletter","","","","","","","/Users/jonathan/Zotero/storage/Y4TUTTN9/news-from-the-field-wearing-every.html","","0 MUST OWN; 0 MUST READ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GU6GHK9J","book","2011","Kahneman, Daniel","Thinking, fast and slow","","978-1-4299-6935-2","","","","In the international bestseller, Thinking, Fast and Slow, Daniel Kahneman, the renowned psychologist and winner of the Nobel Prize in Economics, takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. The impact of overconfidence on corporate strategies, the difficulties of predicting what will make us happy in the future, the profound effect of cognitive biases on everything from playing the stock market to planning our next vacation - each of these can be understood only by knowing how the two systems shape our judgments and decisions","2011","2025-09-24 21:12:36","2025-09-24 21:13:19","","","","","","","","","","","","","Farrar, Straus and Giroux","New York","eng","","","","","Open WorldCat","","OCLC: 855958673","","","","0 MUST OWN; 0 READ","","","","","","","","","","","","","","","","","","","","","1st ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNNRZESM","book","2018","Clear, James","Atomic habits: tiny changes, remarkable results : an easy & proven way to build good habits & break bad ones","","978-0-7352-1130-8","","","","James Clear, an expert on habit formation, reveals practical strategies that will teach you how to form good habits, break bad ones, and master the tiny behaviors that lead to remarkable results. He draws on proven ideas from biology, psychology, and neuroscience to create an easy-to-understand guide for making good habits inevitable and bad habits impossible","2018","2025-09-24 21:15:36","2025-09-24 21:16:39","","","","","","","","Atomic habits","","","","","Avery, an imprint of Penguin Random House","New York","eng","","","","","Open WorldCat","","OCLC: 1057360762","","","","0 OWN - Kindle; 0 READ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZLR5ZA8","book","2009","Mcdougall, Christopher","Born to run","","978-0-307-27191-4","","","","An epic adventure that began with one simple question: Why does my foot hurt??Isolated by Mexico's deadly Copper Canyons, the blissful Tarahumara Indians have honed the ability to run hundreds of miles without rest or injury. In a riveting narrative, award-winning journalist and often-injured runner Christopher McDougall sets out to discover their secrets. In the process, he takes his readers from science labs at Harvard to the sun-baked valleys and freezing peaks across North America, where ever-growing numbers of ultra-runners are pushing their bodies to the limit, and, finally, to a climactic race in the Copper Canyons that pits America?s best ultra-runners against the tribe. McDougall?s incredible story will not only engage your mind but inspire your body when you realize that you, indeed all of us, were born to run. From the Trade Paperback edition","2009","2025-09-24 21:19:45","2025-09-24 21:20:20","","","","","","","","","","","","","Knopf Doubleday Publishing Group","New York","eng","","","","","Open WorldCat","","OCLC: 841331462","","","","0 Loan; 0 READ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDUNTAXH","book","2017","Kiyosaki, Robert T.","Rich dad, poor dad: what the rich teach their kids about money - that the poor and middle class do not!","","978-1-61268-016-3","","","","Taking to heart the message that the poor and middle class work for money, but the rich have money work for them, the author lays out a financial philosophy based on the principle that income-generating assets always provide healthier bottom-line results","2017","2025-09-24 21:23:27","2025-10-06 14:42:58","","","","","","","","Rich dad, poor dad","","","","","Plata Publishing","Place of publication not identified","eng","","","","","Open WorldCat","","OCLC: 1032358170","","","","0 MUST READ; finance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4J7QVVST","book","2024","Graham, Benjamin; Zweig, Jason","The intelligent investor: the definitive book on value investing","","978-0-06-335672-6","","","","""The classic work on investing, filled with sound and safe principles, now revised with an introduction and appendix by Warren Buffett-one of the author's students-and newly updated commentaries on each chapter from Wall Street Journal writer Jason Zweig""-- Provided by publisher","2024","2025-09-24 21:26:01","2025-10-06 14:42:20","","","","","","","","The intelligent investor","","","","","Harper Business, an Imprint of HarperCollins Publishers","New York, NY","eng","","","","","Open WorldCat","","OCLC: 1446422614","","","","finance","","","","","","","","","","","","","","","","","","","","","Third edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IR2IVM37","book","2008","Robin, Vicki; Dominguez, Joe; Mustache, Money","Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated For 2018","","978-1-101-53970-5","","","","","2008","2025-09-24 21:27:57","2025-10-06 14:53:23","","","1","","","","","Your Money or Your Life","","","","","Penguin Publishing Group","East Rutherford","eng","","","","","K10plus ISBN","","","","","","0 MUST READ; 0 Loan; finance","","","","","Dominguez, Joe; Mustache, Money","","","","","","","","","","","","","","","","2nd ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NVPGYII","book","2023","Covey, Stephen R.; Covey, Sean; Collins, James C.","The 7 habits of highly effective people: powerful lessons in personal change","","979-8-212-56314-7","","","","This beloved classic presents a principle-centered approach for solving both personal and professional problems. With penetrating insights and practical anecdotes, Stephen R. Covey reveals a step-by-step pathway for living with fairness, integrity, honesty, and human dignity","2023","2025-09-24 21:28:55","2025-09-24 21:29:19","","","","","","","","The 7 habits of highly effective people","","","","","Blackstone Publishing","Ashland, Oregon","eng","","","","","Open WorldCat","","OCLC: 1409633935","","","","0 AGREE / LIKE; 0 OWN - Kindle; 0 OWN - Print","","","","","Covey, Sean; Collins, James C.","","","","","","","","","","","","","","","","Large print edition. Revised and updated","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDCVJ43Y","book","2018","Goggins, David","Can't hurt me: master your mind and defy the odds","","978-1-5445-1226-6 978-1-5445-1228-0 978-1-5445-1227-3","","","","","2018","2025-09-24 21:30:48","2025-09-24 21:31:05","","","363","","","","","Can't hurt me","","","","","Lioncrest publishing","Erscheinungsort nicht ermittelbar","eng","","","","","K10plus ISBN","","","","/Users/jonathan/Zotero/storage/UX6BBMU6/Goggins - 2018 - Can't hurt me master your mind and defy the odds.pdf","","0 MUST READ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9PPVXTW","book","2017","Sinek, Simon","Leaders eat last: why some teams pull together and others don't","","978-1-101-62303-9","","","","""Sinek is back to reveal the next step in creating happier and healthier organizations. He helps us understand, in simple terms, the biology of trust and cooperation and why they're essential to our success and fulfillment. Organizations that create environments in which trust and cooperation thrive vastly out perform their competition. And, not coincidentally, their employees love working there. But ""truly human"" cultures don't just happen; they are intentionally created by great leaders. Leaders who, in hard times, would sooner sacrifice their numbers to protect their people, rather than sacrifice people to protect their numbers, are rewarded with deeply loyal teams that consistently contribute their best efforts, ideas and passion. As he did in Start With Why, Sinek illustrates his points with fascinating true stories from many fields. He implores us to act sooner rather than later, because our stressful jobs are literally killing us. And he offers surprisingly simple steps for building a truly human organization""-- Provided by publisher","2017","2025-09-24 21:34:15","2025-09-24 21:36:32","","","","","","","","Leaders eat last","","","","","Portfolio/Penguin, an imprint of Penguin Random House LLC","New York","eng","","","","","Open WorldCat","","OCLC: 1151743573","","","","Leadership; 0 MUST READ; Teams","","","","","","","","","","","","","","","","","","","","","Paperback edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6KIPPMG","book","2002","Lencioni, Patrick","The five dysfunctions of a team: a leadership fable","","978-0-7879-6075-9","","","","After her first two weeks observing the problems at DecisionTech, Kathryn Petersen, its new CEO, had more than a few moments when she wondered if she should have taken the job. But Kathryn knew there was little chance she would have turned it down. After all, retirement had made her antsy, and nothing excited her more than a challenge. What she could not have known when she accepted the job, however, was just how dysfunctional her team was, and how team members would challenge her in ways that no one ever had before. In this book, the author turns his keen intellect and storytelling power to the fascinating, complex world of teams. Kathryn Petersen, DecisionTech's CEO, faces the ultimate leadership crisis: uniting a team that is in such disarray that it threatens to bring down the entire company. Will she succeed? Will she be fired? Will the company fail? The author's story serves as a timeless reminder that leadership requires as much courage as it does insight. Throughout the story, he reveals the five dysfunctions that go to the very heart of why teams, even the best ones, often struggle. He outlines a powerful model and actionable steps that can be used to overcome these common hurdles and build a cohesive, effective team.--Publisher information","2002","2025-09-24 21:36:02","2025-09-24 21:36:41","","","","","","","","The five dysfunctions of a team","","","","","Jossey-Bass, a Wiley imprint","San Francisco (Calif.)","eng","","","","","BnF ISBN","658.402 2","","","","","Leadership; 0 MUST READ; Teams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
